Timestamp,M6,M6_D,M1,M1_D,M15,M15_D,M2,M2_D,M3,M3_D,M13,M13_D,M4,M4_D,M7,M7_D
2021-03-22 21:00:00,22.67500067,0.05000115,23.79999971,0.17999925,21.85000038,-0.32500029,22.39999962,0.0250001,23.89999962,0,20.39999962,0,22,-0.07500029,23.22500038,-0.14999914
2021-03-22 22:00:00,22.60000038,-0.07500029,24.05000019,0.25000048,21.57500029,-0.27500009,22.39999962,0,23.89999962,0,20.32499933,-0.07500029,21.7249999,-0.2750001,23.32499933,0.09999895
2021-03-22 23:00:00,22.60000038,0,24.07500029,0.0250001,21.39999962,-0.17500067,22.39999962,0,23.89999962,0,20.5,0.17500067,21.89999962,0.17499972,23.32499933,0
2021-03-23 00:00:00,22.60000038,0,24,-0.07500029,21.29999924,-0.10000038,22.39999962,0,23.89999962,0,20.5,0,21.87499952,-0.0250001,23.20000076,-0.12499857
2021-03-23 01:00:00,22.5,-0.10000038,24,0,21.20000076,-0.09999848,22.39999962,0,23.87499952,-0.0250001,20.5,0,21.79999924,-0.07500028,23.20000076,0
2021-03-23 02:00:00,22.4749999,-0.0250001,24,0,21.15000057,-0.05000019,22.39999962,0,23.79999924,-0.07500028,20.5,0,21.79999924,0,23.20000076,0
2021-03-23 03:00:00,22.39999962,-0.07500028,24.10000038,0.10000038,21.10000038,-0.05000019,22.39999962,0,23.79999924,0,20.5,0,21.79999924,0,23.20000076,0
2021-03-23 04:00:00,22.39999962,0,24.20000076,0.10000038,21.05000019,-0.05000019,22.34999943,-0.05000019,23.79999924,0,20.5,0,21.72500038,-0.07499886,23.12500048,-0.07500028
2021-03-23 05:00:00,22.29999924,-0.10000038,24.20000076,0,21.10000038,0.05000019,22.29999924,-0.05000019,23.79999924,0,20.5250001,0.0250001,21.70000076,-0.02499962,23.10000038,-0.0250001
2021-03-23 06:00:00,22.34999943,0.05000019,24.12500048,-0.07500028,21.05000019,-0.05000019,22.29999924,0,23.79999924,0,20.63333384,0.10833374,21.79999924,0.09999848,23.10000038,0
2021-03-23 07:00:00,22.29999924,-0.05000019,24.10000038,-0.0250001,21,-0.05000019,22.25,-0.04999924,23.79999924,0,20.34000053,-0.29333331,21.79999924,0,23.17500067,0.07500029
2021-03-23 08:00:00,22.29999924,0,24.20000076,0.10000038,21.1500001,0.1500001,22.27499962,0.02499962,23.79999924,0,20.82499933,0.4849988,21.4749999,-0.32499934,23.25,0.07499933
2021-03-23 09:00:00,22.29999924,0,24.20000076,0,21.4749999,0.3249998,22.25,-0.02499962,23.70000076,-0.09999848,20.94999981,0.12500048,21.44999981,-0.02500009,23.15000057,-0.09999943
2021-03-23 10:00:00,22.29999924,0,24.15000057,-0.05000019,21.70000029,0.22500039,22.27499962,0.02499962,23.70000076,0,21.0250001,0.07500029,21.6500001,0.20000029,23.10000038,-0.05000019
2021-03-23 11:00:00,22.29999924,0,24.17500019,0.02499962,21.57500029,-0.125,22.29999924,0.02499962,23.70000076,0,21.15000057,0.12500047,21.94999981,0.29999971,23.10000038,0
2021-03-23 12:00:00,22.34999943,0.05000019,24.4000001,0.22499991,21.55000019,-0.0250001,22.29999924,0,23.70000076,0,21.20000076,0.05000019,22.05000019,0.10000038,23.29999971,0.19999933
2021-03-23 13:00:00,21.7249999,-0.62499953,24.12500048,-0.27499962,21.42499971,-0.12500048,22.29999924,0,23.70000076,0,21.29999924,0.09999848,22.10000038,0.05000019,23.29999924,-4.7E-07
2021-03-23 14:00:00,21.7249999,0,23.64999962,-0.47500086,21.39999962,-0.02500009,22.39999962,0.10000038,23.60000038,-0.10000038,21.32499933,0.02500009,22.14000053,0.04000015,23.20000076,-0.09999848
2021-03-23 15:00:00,21.9749999,0.25,23.89999962,0.25,21.5,0.10000038,22.39999962,0,23.60000038,0,21.39999962,0.07500029,22.20000076,0.06000023,23.20000076,0
2021-03-23 16:00:00,22.06666692,0.09166702,24.05000019,0.15000057,21.37499952,-0.12500048,22.39999962,0,23.60000038,0,20.94999981,-0.44999981,22.20000076,0,22.75,-0.45000076
2021-03-23 17:00:00,22.45999985,0.39333293,24.2249999,0.17499971,21.5,0.12500048,22.39999962,0,23.60000038,0,20.32500029,-0.62499952,22.20000076,0,22.8333327,0.0833327
2021-03-23 18:00:00,22.60000038,0.14000053,24.44999981,0.22499991,21.65000057,0.15000057,22.39999962,0,23.60000038,0,19.67499971,-0.65000058,22.22500038,0.02499962,22.85999947,0.02666677
